Position,PlayerName,Team,Opponent,Salary,PPG
C,Kevin Garnett,Nets,Cavaliers,7500,18.7
PF,Kevin Garnett,Nets,Cavaliers,7500,18.7
SG,Ray Allen,Heat,76ers,6400,17.7
PG,Steve Nash,Lakers,Spurs,6500,17.6
C,Jermaine O'Neal,Warriors,Nuggets,5500,16.7
PG,Derek Fisher,Thunder,Pistons,5000,11.2
C,Tim Duncan,Spurs,Lakers,12250,34.6
PF,Tim Duncan,Spurs,Lakers,12250,34.6
PF,Antawn Jamison,Hawks,Bucks,5000,7.9
SG,Vince Carter,Mavericks,Grizzlies,7650,22.3
SF,Vince Carter,Mavericks,Grizzlies,7650,22.3
C,Dirk Nowitzki,Mavericks,Grizzlies,13500,35.3
PF,Dirk Nowitzki,Mavericks,Grizzlies,13500,35.3
PF,Paul Pierce,Nets,Cavaliers,11100,25.0
SF,Paul Pierce,Nets,Cavaliers,11100,25.0
C,Al Harrington,Wizards,Celtics,6450,11.3
PF,Al Harrington,Wizards,Celtics,6450,11.3
C,Nazr Mohammed,Bulls,Bobcats,5000,5.3
PF,Rashard Lewis,Heat,76ers,5000,10.1
SF,Rashard Lewis,Heat,76ers,5000,10.1
C,Elton Brand,Hawks,Bucks,7450,16.1
PF,Elton Brand,Hawks,Bucks,7450,16.1
PG,Andre Miller,Wizards,Celtics,5000,13.4
SG,Andre Miller,Wizards,Celtics,5000,13.4
PF,Shawn Marion,Mavericks,Grizzlies,9250,23.6
SF,Shawn Marion,Mavericks,Grizzlies,9250,23.6
PG,Jason Terry,Kings,Suns,5000,9.0
SG,Jason Terry,Kings,Suns,5000,9.0
PF,Metta World Peace,Knicks,Raptors,5000,9.9
SF,Metta World Peace,Knicks,Raptors,5000,9.9
PF,Andrei Kirilenko,Nets,Cavaliers,5450,12.7
SF,Andrei Kirilenko,Nets,Cavaliers,5450,12.7
SG,Manu Ginobili,Spurs,Lakers,8250,24.1
SF,Manu Ginobili,Spurs,Lakers,8250,24.1
C,Kenyon Martin,Knicks,Raptors,5000,14.2
PF,Kenyon Martin,Knicks,Raptors,5000,14.2
SG,Mike Miller,Grizzlies,Mavericks,7100,13.5
SF,Mike Miller,Grizzlies,Mavericks,7100,13.5
PG,Jamal Crawford,Clippers,Trail Blazers,10050,27.1
SG,Jamal Crawford,Clippers,Trail Blazers,10050,27.1
PF,Hedo Turkoglu,Clippers,Trail Blazers,5000,8.4
SF,Hedo Turkoglu,Clippers,Trail Blazers,5000,8.4
C,Tyson Chandler,Knicks,Raptors,8600,25.0
C,Pau Gasol,Lakers,Spurs,12500,36.1
PF,Pau Gasol,Lakers,Spurs,12500,36.1
SG,Shane Battier,Heat,76ers,5000,10.4
SF,Shane Battier,Heat,76ers,5000,10.4
SG,Joe Johnson,Nets,Cavaliers,9800,25.0
SF,Joe Johnson,Nets,Cavaliers,9800,25.0
SF,Richard Jefferson,Jazz,Timberwolves,5700,17.3
PG,Tony Parker,Spurs,Lakers,10900,27.0
