"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","LeBron James",10400,"Bkn@Mia 07:00PM ET",48.651
"SF/PF","Kevin Durant",10300,"LAC@OKC 09:30PM ET",53.216
"PG","Russell Westbrook",9700,"LAC@OKC 09:30PM ET",44.134
"PF/C","LaMarcus Aldridge",9600,"Por@SA 09:30PM ET",45.500
"SG/SF","Paul George",9300,"Was@Ind 07:00PM ET",40.685
"PF/C","Blake Griffin",8700,"LAC@OKC 09:30PM ET",44.364
"PG","Chris Paul",8600,"LAC@OKC 09:30PM ET",45.882
"PG","Damian Lillard",8500,"Por@SA 09:30PM ET",36.574
"C","DeAndre Jordan",8100,"LAC@OKC 09:30PM ET",35.964
"PG","John Wall",7700,"Was@Ind 07:00PM ET",41.474
"PG","Deron Williams",7400,"Bkn@Mia 07:00PM ET",29.905
"PF/C","Tim Duncan",7200,"Por@SA 09:30PM ET",36.006
"PG/SG","Dwyane Wade",7200,"Bkn@Mia 07:00PM ET",33.966
"SG/SF","Nicolas Batum",7200,"Por@SA 09:30PM ET",33.381
"PG","Tony Parker",7100,"Por@SA 09:30PM ET",28.663
"SG/SF","Joe Johnson",7100,"Bkn@Mia 07:00PM ET",26.340
"PF/C","Serge Ibaka",6800,"LAC@OKC 09:30PM ET",33.705
"SG/SF","Lance Stephenson",6800,"Was@Ind 07:00PM ET",31.169
"PF","David West",6700,"Was@Ind 07:00PM ET",29.784
"C","Marcin Gortat",6500,"Was@Ind 07:00PM ET",31.511
"PF/C","Nene Hilario",6500,"Was@Ind 07:00PM ET",29.052
"SG","Bradley Beal",6300,"Was@Ind 07:00PM ET",30.016
"SG/SF","Kawhi Leonard",6300,"Por@SA 09:30PM ET",28.301
"SG/SF","Trevor Ariza",6100,"Was@Ind 07:00PM ET",30.464
"SG/SF","Manu Ginobili",6000,"Por@SA 09:30PM ET",25.540
"SF/PF","Paul Pierce",6000,"Bkn@Mia 07:00PM ET",25.759
"PF/C","Chris Bosh",6000,"Bkn@Mia 07:00PM ET",29.804
"PG/SG","Jamal Crawford",5900,"LAC@OKC 09:30PM ET",28.019
"SG/SF","Wesley Matthews",5800,"Por@SA 09:30PM ET",26.963
"PG/SG","George Hill",5700,"Was@Ind 07:00PM ET",23.000
"C","Tiago Splitter",5600,"Por@SA 09:30PM ET",20.561
"C","Robin Lopez",5400,"Por@SA 09:30PM ET",27.159
"C","Roy Hibbert",5200,"Was@Ind 07:00PM ET",24.079
"PF/C","Kevin Garnett",5000,"Bkn@Mia 07:00PM ET",19.623
"PG/SG","Reggie Jackson",4900,"LAC@OKC 09:30PM ET",25.616
"SG","J.J. Redick",4900,"LAC@OKC 09:30PM ET",23.203
"PG","Mario Chalmers",4900,"Bkn@Mia 07:00PM ET",23.766
"SF","Caron Butler",4700,"LAC@OKC 09:30PM ET",19.446
"PG/SG","Shaun Livingston",4700,"Bkn@Mia 07:00PM ET",19.599
"SF","Matt Barnes",4400,"LAC@OKC 09:30PM ET",21.187
"PF/C","Andray Blatche",4300,"Bkn@Mia 07:00PM ET",22.222
"PG","Darren Collison",4300,"LAC@OKC 09:30PM ET",21.724
"PF/C","Boris Diaw",4200,"Por@SA 09:30PM ET",19.703
"SG/SF","Danny Green",4100,"Por@SA 09:30PM ET",19.393
"PF/C","Chris Andersen",4000,"Bkn@Mia 07:00PM ET",16.987
"PF","Trevor Booker",4000,"Was@Ind 07:00PM ET",16.788
"SF/PF","Mirza Teletovic",3900,"Bkn@Mia 07:00PM ET",16.263
"PG","C.J. Watson",3900,"Was@Ind 07:00PM ET",13.680
