Position,PlayerName,Team,Opponent,Salary,PPG
SG,Joe Johnson,Nets,Pistons,11250,25.8
SF,Joe Johnson,Nets,Pistons,11250,25.8
PG,Kirk Hinrich,Bulls,Timberwolves,8200,20.3
SG,Kirk Hinrich,Bulls,Timberwolves,8200,20.3
C,Zaza Pachulia,Bucks,Wizards,5350,19.7
C,Josh Powell,Rockets,Celtics,5000,10.8
PF,Josh Powell,Rockets,Celtics,5000,10.8
PF,Josh Smith,Pistons,Nets,14700,32.5
SF,Josh Smith,Pistons,Nets,14700,32.5
PF,Marvin Williams,Hornets,Grizzlies,7900,19.8
SF,Marvin Williams,Hornets,Grizzlies,7900,19.8
C,Al Horford,Hawks,Pacers,14500,35.9
PF,Al Horford,Hawks,Pacers,14500,35.9
PG,Jeff Teague,Hawks,Pacers,12250,30.5
C,Kevin Garnett,Nets,Pistons,7800,18.6
PF,Kevin Garnett,Nets,Pistons,7800,18.6
PF,Paul Pierce,Wizards,Bucks,11350,25.0
SF,Paul Pierce,Wizards,Bucks,11350,25.0
PG,Rajon Rondo,Celtics,Rockets,14450,34.5
SG,Jeff Green,Celtics,Rockets,11250,26.2
SF,Jeff Green,Celtics,Rockets,11250,26.2
PG,Avery Bradley,Celtics,Rockets,8750,22.5
SG,Avery Bradley,Celtics,Rockets,8750,22.5
PG,E'Twaun Moore,Bulls,Timberwolves,5000,11.8
SG,E'Twaun Moore,Bulls,Timberwolves,5000,11.8
PG,D.J. Augustin,Pistons,Nets,9350,23.1
SG,Gerald Henderson,Hornets,Grizzlies,7050,22.5
SF,Gerald Henderson,Hornets,Grizzlies,7050,22.5
PG,Garrett Temple,Wizards,Bucks,5000,4.9
SG,Garrett Temple,Wizards,Bucks,5000,4.9
C,Bismack Biyombo,Hornets,Grizzlies,5000,10.8
PG,Kemba Walker,Hornets,Grizzlies,14100,33.7
C,Carlos Boozer,Lakers,Warriors,12100,25.5
PF,Carlos Boozer,Lakers,Warriors,12100,25.5
SG,Rasual Butler,Wizards,Bucks,5000,4.7
SF,Rasual Butler,Wizards,Bucks,5000,4.7
PG,Jannero Pargo,Hornets,Grizzlies,5750,8.8
SG,Kyle Korver,Hawks,Pacers,9650,24.8
SF,Kyle Korver,Hawks,Pacers,9650,24.8
PF,Luol Deng,Heat,76ers,11600,27.8
SF,Luol Deng,Heat,76ers,11600,27.8
C,Joakim Noah,Bulls,Timberwolves,13250,38.2
PF,Joakim Noah,Bulls,Timberwolves,13250,38.2
PG,C.J. Watson,Pacers,Hawks,6050,12.4
PG,Derrick Rose,Bulls,Timberwolves,14550,25.2
C,Omer Asik,Pelicans,Mavericks,10650,18.1
PF,Omer Asik,Pelicans,Mavericks,10650,18.1
C,Taj Gibson,Bulls,Timberwolves,10650,25.1
PF,Taj Gibson,Bulls,Timberwolves,10650,25.1
PF,Nikola Mirotic,Bulls,Timberwolves,5000,8.5
SF,Nikola Mirotic,Bulls,Timberwolves,5000,8.5
SG,Jimmy Butler,Bulls,Timberwolves,9600,26.5
SF,Jimmy Butler,Bulls,Timberwolves,9600,26.5
SG,Alonzo Gee,Nuggets,Thunder,5000,8.9
SF,Alonzo Gee,Nuggets,Thunder,5000,8.9
C,Dirk Nowitzki,Mavericks,Pelicans,14250,35.0
PF,Dirk Nowitzki,Mavericks,Pelicans,14250,35.0
PG,Jason Terry,Rockets,Celtics,5000,9.0
SG,Jason Terry,Rockets,Celtics,5000,9.0
C,Tyson Chandler,Mavericks,Pelicans,11350,25.0
SF,Caron Butler,Pistons,Nets,7100,18.1
C,Ian Mahinmi,Pacers,Hawks,5000,9.7
PG,J.J. Barea,Mavericks,Pelicans,5000,16.0
SG,Corey Brewer,Timberwolves,Bulls,7550,20.9
SF,Corey Brewer,Timberwolves,Bulls,7550,20.9
PG,Andre Miller,Wizards,Bucks,5000,11.9
SG,Andre Miller,Wizards,Bucks,5000,11.9
C,Chris Andersen,Heat,76ers,7000,16.1
PF,Chris Andersen,Heat,76ers,7000,16.1
C,Nene Hilario,Wizards,Bucks,10350,26.5
PF,Nene Hilario,Wizards,Bucks,10350,26.5
SG,Wilson Chandler,Nuggets,Thunder,9300,24.1
SF,Wilson Chandler,Nuggets,Thunder,9300,24.1
SG,Arron Afflalo,Nuggets,Thunder,10500,27.5
SF,Arron Afflalo,Nuggets,Thunder,10500,27.5
SF,Danilo Gallinari,Nuggets,Thunder,9200,16.5
C,Kosta Koufos,Grizzlies,Hornets,5800,14.4
PF,Kosta Koufos,Grizzlies,Hornets,5800,14.4
PG,Ty Lawson,Nuggets,Thunder,13500,36.2
C,Timofey Mozgov,Nuggets,Thunder,9500,20.4
PF,Kenneth Faried,Nuggets,Thunder,12300,28.2
SF,Jordan Hamilton,Jazz,Suns,6900,14.0
PF,Tayshaun Prince,Grizzlies,Hornets,5000,12.0
SF,Tayshaun Prince,Grizzlies,Hornets,5000,12.0
SG,Ben Gordon,Magic,Raptors,6800,9.7
PF,Charlie Villanueva,Mavericks,Pelicans,5000,7.5
PF,Jason Maxiell,Hornets,Grizzlies,5000,7.7
PG,Will Bynum,Celtics,Rockets,5000,16.6
PG,Rodney Stuckey,Pacers,Hawks,10100,19.4
SG,Rodney Stuckey,Pacers,Hawks,10100,19.4
PF,Jonas Jerebko,Pistons,Nets,5000,9.0
SF,Jonas Jerebko,Pistons,Nets,5000,9.0
C,Greg Monroe,Pistons,Nets,11650,31.2
PF,Greg Monroe,Pistons,Nets,11650,31.2
PG,Brandon Knight,Bucks,Wizards,12100,30.4
SG,Brandon Knight,Bucks,Wizards,12100,30.4
SG,Kyle Singler,Pistons,Nets,7350,17.4
SF,Kyle Singler,Pistons,Nets,7350,17.4
PF,Vernon Macklin,Pelicans,Mavericks,5000,0.0
C,David Lee,Warriors,Lakers,12550,32.7
PF,David Lee,Warriors,Lakers,12550,32.7
PG,Monta Ellis,Mavericks,Pelicans,14050,32.7
SG,Monta Ellis,Mavericks,Pelicans,14050,32.7
PG,Stephen Curry,Warriors,Lakers,19950,45.5
SG,Stephen Curry,Warriors,Lakers,19950,45.5
PG,Jeremy Lin,Lakers,Warriors,11050,23.1
SG,Jeremy Lin,Lakers,Warriors,11050,23.1
PF,Jeff Adrien,Rockets,Celtics,5000,16.3
SF,Jeff Adrien,Rockets,Celtics,5000,16.3
SG,Klay Thompson,Warriors,Lakers,12250,28.1
SF,Klay Thompson,Warriors,Lakers,12250,28.1
C,Jeremy Tyler,Lakers,Warriors,5000,7.7
C,Luis Scola,Pacers,Hawks,8300,13.6
PF,Luis Scola,Pacers,Hawks,8300,13.6
SG,Kevin Martin,Timberwolves,Bulls,10950,26.1
SF,Kevin Martin,Timberwolves,Bulls,10950,26.1
C,Chuck Hayes,Raptors,Magic,5000,8.0
PF,Chuck Hayes,Raptors,Magic,5000,8.0
PG,Kyle Lowry,Raptors,Magic,15700,37.6
SG,Courtney Lee,Grizzlies,Hornets,7050,16.6
SF,Courtney Lee,Grizzlies,Hornets,7050,16.6
PG,Goran Dragic,Suns,Jazz,13600,34.4
SG,Goran Dragic,Suns,Jazz,13600,34.4
C,Hasheem Thabeet,Pistons,Nets,5000,3.8
C,Jordan Hill,Lakers,Warriors,11100,21.6
PF,Jordan Hill,Lakers,Warriors,11100,21.6
SG,Chase Budinger,Timberwolves,Bulls,5000,11.6
SF,Chase Budinger,Timberwolves,Bulls,5000,11.6
C,Patrick Patterson,Raptors,Magic,7700,19.4
PF,Patrick Patterson,Raptors,Magic,7700,19.4
PF,Marcus Morris,Suns,Jazz,8150,17.9
PF,Donatas Motiejunas,Rockets,Celtics,6700,11.3
SF,Donatas Motiejunas,Rockets,Celtics,6700,11.3
SG,Mike Dunleavy,Bulls,Timberwolves,8650,22.3
SF,Mike Dunleavy,Bulls,Timberwolves,8650,22.3
SG,Dahntay Jones,Jazz,Suns,5000,0.0
SF,Dahntay Jones,Jazz,Suns,5000,0.0
SF,Danny Granger,Heat,76ers,6550,12.4
C,Solomon Jones,Bulls,Timberwolves,5000,3.7
PF,Solomon Jones,Bulls,Timberwolves,5000,3.7
C,Josh McRoberts,Heat,76ers,10250,23.6
PF,Josh McRoberts,Heat,76ers,10250,23.6
